aff_ror_id,doi,affiliation,count_usage,match,predicted_ror_id
https://ror.org/03rmrcq20,10.1103/PhysRevE.91.012825,"Department of Mathematics, The University of British Columbia, 1984 Mathematics Road, Vancouver, British Columbia, Canada V6T 1Z2",1,Y,https://ror.org/03rmrcq20
https://ror.org/02yhj4v17,10.1103/PhysRevE.104.064115,"Institute of Physics, Czech Academy of Sciences, Na Slovance 2, CZ-18221, Prague, Czech Republic",1,NP,
https://ror.org/04vfs2w97,10.1103/PhysRevB.91.115404,"Université de Lorraine, LEMTA, Centre National de la Recherche Scientifique, Unités Mixtes de Recherche 7563, BP 70239, 54506 Vandœuvre Cedex, France",1,Y,https://ror.org/04vfs2w97
https://ror.org/02nv7yv05,10.1103/RevModPhys.87.897,"Peter-Grünberg-Institut PGI-1 and German Research School for Simulation Sciences, Forschungszentrum Jülich, D-52425 Jülich, Germany",1,N,https://ror.org/01trbq046
https://ror.org/02qqy8j09,10.1103/PhysRevB.95.165301,"Instituto de Ciencia de Materiales de Madrid, CSIC, E-28049 Cantoblanco, Madrid, Spain",1,Y,https://ror.org/02qqy8j09
https://ror.org/01swzsf04,10.1103/PhysRevA.103.033701,"Département de Physique Appliquée, Université de Genève, 1211 Genève, Switzerland",7,Y,https://ror.org/01swzsf04
https://ror.org/01srpnj69,10.1103/PhysRevLett.128.213605,"Wellesley College, Wellesley, Massachusetts 02841, USA",1,Y,https://ror.org/01srpnj69
https://ror.org/042nb2s44,10.1103/PhysRevLett.100.029802,"Hatsopoulos Microfluids Laboratory Department of Mechanical Engineering Massachusetts Institute of Technology Cambridge, Massachusetts 02139, USA",1,Y,https://ror.org/042nb2s44
https://ror.org/00hj54h04,10.1103/PhysRevLett.125.014801,"University of Texas-Austin, Austin, Texas 78712, USA",4,Y,https://ror.org/00hj54h04
https://ror.org/048a87296,10.1103/PhysRevB.106.184413,"Uppsala University, Box 538, 751 21, Uppsala, Sweden",1,Y,https://ror.org/048a87296
https://ror.org/0213rcc28,10.1103/PhysRevMaterials.7.023404,"Department of Physics, Simon Fraser University, Burnaby, Canada, BC V5A 1S6",1,Y,https://ror.org/0213rcc28
https://ror.org/0102mm775,10.1103/PhysRevB.87.165427,"Nicolaus Copernicus University, Grudziądzka 5, 87-100 Toruń, Poland",3,Y,https://ror.org/0102mm775
https://ror.org/01qfgm256,10.1103/PhysRevB.97.245310,"Institute of Semiconductor Physics, National Academy of Sciences of Ukraine, Prospekt Nauki 41, 03028 Kyiv, Ukraine",3,NP,
https://ror.org/0160cpw27,10.1103/PhysRevB.97.054517,"Department of Physics, University of Alberta, Edmonton, Alberta, T6G 2E1, Canada",1,Y,https://ror.org/0160cpw27
https://ror.org/017zqws13,10.1103/PhysRevB.69.214520,"School of Physics and Astronomy and Minnesota Supercomputer Institute, University of Minnesota, Minneapolis, Minnesota 55455, USA",2,NP,
https://ror.org/02kkvpp62,10.1103/PhysRevA.91.042122,"Department Chemie, Technische Universität München, Lichtenbergstrasse 4, 85747 Garching, Germany",1,Y,https://ror.org/02kkvpp62
https://ror.org/01g9vbr38,10.1103/PhysRevA.93.012330,"Department of Mathematics, Oklahoma State University, Stillwater, Oklahoma 74078, USA",1,Y,https://ror.org/01g9vbr38
https://ror.org/019pzjm43,10.1103/PhysRevE.92.062811,"Universidad Politécnica de Madrid, Av. Juan de Herrera 4, 28040 Madrid, Spain",1,N,https://ror.org/03n6nwv02
https://ror.org/03vcm6439,10.1103/PhysRevMaterials.5.063601,"Laboratoire d'analyse et d'architecture des systèmes, CNRS, 31031 Toulouse cédex 4, France",1,Y,https://ror.org/03vcm6439
https://ror.org/00b5m4j81,10.1103/PhysRevE.103.023104,"Shell Technology Centre Amsterdam, Shell Global Solutions International B.V., Grasweg 31, 1031 HW Amsterdam, the Netherlands",1,Y,https://ror.org/00b5m4j81
https://ror.org/01jkd3546,10.1103/PhysRevA.80.010502,"P.N. Lebedev Physical Institute, 53 Leninsky Prospect, 117924 Moscow, Russia",1,Y,https://ror.org/01jkd3546
https://ror.org/02p0gd045,10.1103/PhysRevC.89.014313,"Universidad Complutense de Madrid, Madrid, Spain",2,Y,https://ror.org/02p0gd045
https://ror.org/023b0x485,10.1103/PhysRevResearch.2.043216,"Department Chemie, Johannes Gutenberg-Universität Mainz, Duesbergweg 10-14, 55128 Mainz, Germany",1,Y,https://ror.org/023b0x485
https://ror.org/02en5vm52,10.1103/PhysRevA.95.051802,"Sorbonne Universités-UPMC, École Normale Supérieure, Collège de France, CNRS, 4 place Jussieu, 75252 Paris, France",1,NP,
https://ror.org/02aaqv166,10.1103/PhysRevE.96.062142,"Department of Physics, Taras Shevchenko National University of Kiev, 03022 Kiev, Ukraine",1,Y,https://ror.org/02aaqv166
https://ror.org/00h52n341,10.1103/PhysRevE.100.052607,"Changchun Institute of Applied Chemistry, Chinese Academy of Sciences, Changchun 130022, People's Republic of China",2,N,https://ror.org/034t30j35
https://ror.org/05vghhr25,10.1103/PhysRevA.103.022615,"QTF Centre of Excellence, Turku Centre for Quantum Physics, Department of Physics and Astronomy, University of Turku, Turku 20014, Finland",1,N,https://ror.org/00vy7ed73
https://ror.org/03nnxqz81,10.1103/PhysRevE.103.022407,"RISE Research Institutes of Sweden, POB 1263, SE-164 29 Kista, Sweden",1,Y,https://ror.org/03nnxqz81
https://ror.org/03a9mf398,10.1103/PhysRevB.92.104503,"Moscow State Pedagogical University, 1 M. Pirogovskaya Street, 119991 Moscow, Russia",1,Y,https://ror.org/03a9mf398
https://ror.org/006hf6230,10.1103/PhysRevA.87.033830,"Laser Physics and Nonlinear Optics Group, MESA+ Research Institute for Nanotechnology, University of Twente, P.O. Box 217, Enschede NL-7500 AE, The Netherlands",1,Y,https://ror.org/006hf6230
https://ror.org/00x194q47,10.1103/PhysRevC.102.064320,"Department of Physics, Rikkyo University, 3-34-1 Nishi-Ikebukuro, Toshima, Tokyo 172-8501, Japan",2,Y,https://ror.org/00x194q47
https://ror.org/044k9ta02,10.1103/PhysRevB.83.174201,"Dipartimento di Scienze Fisiche ed Astronomiche, Universitàdi Palermo, Via Archirafi 36, I-90123 Palermo, Italy",1,Y,https://ror.org/044k9ta02
https://ror.org/041kmwe10,10.1103/PhysRevFluids.2.054001,"Department of Mathematics, Imperial College London, SW7 2AZ London, United Kingdom",2,Y,https://ror.org/041kmwe10
https://ror.org/02pq29p90,10.1103/PhysRevC.101.034613,"INFN Sezione di Catania, 95123 Catania, Italy",5,Y,https://ror.org/02pq29p90
https://ror.org/03napcw37,10.1103/PhysRevB.104.075424,"A. V. Rzhanov Institute of Semiconductor Physics, Siberian Branch of the Russian Academy of Sciences, Novosibirsk 630090, Russia",1,Y,https://ror.org/03napcw37
https://ror.org/02t274463,10.1103/PhysRevD.88.041505,"Department of Physics, University of California, Santa Barbara, Santa Barbara, California 93106, USA",6,Y,https://ror.org/02t274463
https://ror.org/00f7hpc57,10.1103/PhysRevB.91.205412,"Friedrich-Alexander-Universität Erlangen-Nürnberg, Staudtstrasse 7-B2, 91058 Erlangen, Germany",1,Y,https://ror.org/00f7hpc57
https://ror.org/02v51f717,10.1103/PhysRevC.98.034605,"State Key Laboratory of Nuclear Physics and Technology, Institute of Heavy Ion Physics, Peking University, Beijing 100871, China",3,NP,
https://ror.org/05abbep66,10.1103/PhysRevE.86.045202,"Brandeis University, Mail Stop 015, Waltham, Massachusetts 02454-9110, USA",1,Y,https://ror.org/05abbep66
https://ror.org/03t78wx29,10.1103/PhysRevB.104.115168,"Graduate School of Advanced Science and Engineering, Hiroshima University, Hiroshima 739-8526, Japan",1,Y,https://ror.org/03t78wx29
https://ror.org/00v5gqm66,10.1103/PhysRevC.95.034614,"China Institute of Atomic Energy, P.O. Box 275(41), Beijing 102413, China",3,Y,https://ror.org/00v5gqm66
https://ror.org/00q4vv597,10.1103/PhysRevB.84.245449,"Department of Physics and William Mong Institute of Nano Science and Technology, Hong Kong University of Science and Technology, Clear Water Bay, Kowloon, Hong Kong",1,Y,https://ror.org/00q4vv597
https://ror.org/023znxa73,10.1103/PhysRevA.100.012506,"St. Petersburg State University, St. Petersburg 198504, Russia",18,Y,https://ror.org/023znxa73
https://ror.org/01y9bpm73,10.1103/PhysRevB.98.195114,"Institute of Materials Physics, University of Göttingen, D-37077 Göttingen, Germany",1,Y,https://ror.org/01y9bpm73
https://ror.org/02z749649,10.1103/PhysRevA.87.063631,"Departamento de Sistemas Físicos, Químicos y Naturales, Facultad de Ciencias Experimentales, Universidad Pablo de Olavide, Carretera de Utrera, km 1, E-41013 Sevilla, Spain",1,Y,https://ror.org/02z749649
https://ror.org/02kpeqv85,10.1103/PhysRevAccelBeams.20.030101,"Kyoto University Reactor Research Institute (KURRI), Kyoto 590-0494, Japan",1,N,https://ror.org/05qs31q25
https://ror.org/01hy4qx27,10.1103/PhysRevD.94.065006,"Department of Physics and Astronomy, University of Minnesota–Duluth, Duluth, Minnesota 55812, USA",1,Y,https://ror.org/01hy4qx27
https://ror.org/04w9fbh59,10.1103/PhysRevE.91.023205,"State Key Laboratory of Information Photonics and Optical Communications, and School of Science, Beijing University of Posts and Telecommunications, Beijing 100876, China",4,Y,https://ror.org/04w9fbh59
https://ror.org/01eezs655,10.1103/PhysRevB.87.235439,"University of Regensburg, 93040 Regensburg, Germany",127,Y,https://ror.org/01eezs655
https://ror.org/01xtjs520,10.1103/PhysRevB.77.165415,"Institut Néel, CNRS et Université Joseph Fourier, Boîte Postale 166, F-38042 Grenoble Cedex 9, France",1,N,https://ror.org/02aj0kh94
https://ror.org/035xkbk20,10.1103/PhysRevE.87.033017,"M2P2-CNRS and CMI, Université d’Aix-Marseille, 38 rue F. Joliot-Curie, 13451 Marseille, Cedex 20, France",1,Y,https://ror.org/035xkbk20
https://ror.org/03h7qq074,10.1103/PhysRevB.90.224409,"University of Prešov, 17 Novembra 1, SK 080 78 Prešov, Slovakia",1,N,https://ror.org/02ndfsn03
https://ror.org/023b0x485,10.1103/PhysRevC.96.054331,"Institut für Physik, Johannes-Gutenberg Universität, 55128 Mainz, Germany",1,Y,https://ror.org/023b0x485
https://ror.org/01cby8j38,10.1103/PhysRevB.77.245423,"Departamento de Física de la Materia Condensada, Universidad Autónoma de Madrid, Campus de Cantoblanco, 28049 Madrid, Spain",1,Y,https://ror.org/01cby8j38
https://ror.org/027bh9e22,10.1103/PhysRevE.78.015701,"Instituut-Lorentz, University of Leiden, Postbus 9506, 2300 RA Leiden, The Netherlands",1,Y,https://ror.org/027bh9e22
https://ror.org/026v1ze26,10.1103/PhysRevApplied.2.024009,"National Institute for Materials Science (NIMS), 1-2-1 Sengen, Tsukuba 305-0047, Japan",13,Y,https://ror.org/026v1ze26
https://ror.org/044yd9t77,10.1103/PhysRevC.106.L012201,"Bogoliubov Laboratory of Theoretical Physics and Veksler and Baldin Laboratory of High Energy Physics, Joint Institute for Nuclear Research, 141980 Dubna, Russia",1,Y,https://ror.org/044yd9t77
https://ror.org/00fbnyb24,10.1103/PhysRevLett.126.215302,"Politecnico di Milano, Piazza Leonardo da Vinci, 3220133 Milano, Italy",1,N,https://ror.org/01nffqt88
https://ror.org/05qpz1x62,10.1103/PhysRevMaterials.4.033603,"Otto Schott Institute of Materials Research (OSIM), Friedrich Schiller University Jena, 07743 Jena, Germany",2,N,https://ror.org/000q08p21
https://ror.org/04gnp7x40,10.1103/PhysRevB.105.024508,"West Texas A&M University, Canyon, Texas 79016, USA",4,Y,https://ror.org/04gnp7x40
https://ror.org/01hcx6992,10.1103/PhysRevLett.102.063603,"Nano-Optics Group, Physics Department, Humboldt University, D-10117 Berlin, Germany",1,Y,https://ror.org/01hcx6992
https://ror.org/042nb2s44,10.1103/PhysRevA.99.063621,"Department of Mathematics, Massachusetts Institute of Technology, 77 Massachusetts Avenue, Cambridge, Massachusetts 02139-4307, USA",5,Y,https://ror.org/042nb2s44
https://ror.org/027m9bs27,10.1103/PhysRevA.100.013407,"School of Physics & Astronomy, University of Manchester, Manchester M13 9PL, United Kingdom",1,Y,https://ror.org/027m9bs27
https://ror.org/008hybe55,10.1103/PhysRevLett.125.243401,"National Institute of Standards and Technology and the University of Colorado, and Department of Physics, Boulder, Colorado 80309, USA",1,N,https://ror.org/05xpvk416
https://ror.org/02jx3x895,10.1103/PhysRevA.98.063828,"Department of Physics and Astronomy, University College London, Gower Street, WC1E 6BT, London, United Kingdom",2,Y,https://ror.org/02jx3x895
https://ror.org/05tngxm14,10.1103/PhysRevB.104.224304,"National Supercomputer Center in Tianjin, Tianjin 300457, China",1,Y,https://ror.org/05tngxm14
https://ror.org/05983b311,10.1103/PhysRevD.99.065002,"Oita College, Oita 870-0152, Japan",1,N,https://ror.org/05ye2w436
https://ror.org/05bnh6r87,10.1103/PhysRevLett.127.146001,"Cornell Fracture Group, School of Civil and Environmental Engineering, Cornell University, Ithaca, New York 14850, USA",1,Y,https://ror.org/05bnh6r87
https://ror.org/02e2c7k09,10.1103/PhysRevB.84.115402,"Delft University of Technology, Lorentzweg 1, NL-2628 CJ Delft, The Netherlands",1,Y,https://ror.org/02e2c7k09
https://ror.org/03p80e845,10.1103/PhysRevApplied.15.054027,"Instituto de Instrumentación para Imagen Molecular (I3M), Universitat Politècnica de València—CSIC, València 46022, Spain",1,Y,https://ror.org/03p80e845
https://ror.org/00bvysh61,10.1103/PhysRevD.97.023023,"Islamic Azad University, P.O. Box 91735-413 Mashhad, Iran",1,Y,https://ror.org/00bvysh61
https://ror.org/041kmwe10,10.1103/PhysRevD.85.086002,"Università di Torino Via Pietro Giuria 1, 10125 Torino, Italy",1,N,https://ror.org/048tbm396
https://ror.org/057zh3y96,10.1103/PhysRevA.102.062408,"The University of Tokyo, Meguro-ku, Tokyo, 153-8904, Japan",1,NP,
https://ror.org/00nzsxq20,10.1103/PhysRevC.91.057601,"National Center for Nuclear Research, A. Soltana 7, 05-400, Otwock Warsaw, Poland",1,Y,https://ror.org/00nzsxq20
https://ror.org/03czfpz43,10.1103/PhysRevE.99.022423,"Emory University, Atlanta, GA 30322, USA",1,Y,https://ror.org/03czfpz43
https://ror.org/036trcv74,10.1103/PhysRevB.102.035428,"Jiangsu Key Lab on Opto-Electronic Technology, Center for Quantum Transport and Thermal Energy Science, School of Physics and Technology, Nanjing Normal University, Nanjing 210023, People's Republic of China",1,Y,https://ror.org/036trcv74
https://ror.org/05nqg3g04,10.1103/PhysRevB.95.155311,"Chinese Academy of Sciences, Ningbo, Zhejiang 315201, People's Republic of China",1,NP,
https://ror.org/05wvpxv85,10.1103/PhysRevD.100.096019,"Tufts Institute of Cosmology, Department of Physics and Astronomy, Tufts University, 574 Boston Avenue, Medford, Massachusetts 02155, USA",5,Y,https://ror.org/05wvpxv85
https://ror.org/05ggc9x40,10.1103/PhysRevA.89.063411,"UMR 7583 CNRS–Université Paris Est Créteil, Université Paris Diderot, Institut Pierre-Simon Laplace, 94010 Créteil Cedex, France",1,N,https://ror.org/02haar591
https://ror.org/051j8zv27,10.1103/PhysRevE.89.062135,"Division of Natural Science, Osaka Kyoiku University, Kashiwara, Osaka 582-8582, Japan",4,Y,https://ror.org/051j8zv27
https://ror.org/041kmwe10,10.1103/RevModPhys.79.943,"Department of Chemistry, Faculty of Natural Sciences, Imperial College London, SW7 2AZ London, United Kingdom",1,Y,https://ror.org/041kmwe10
https://ror.org/02jbv0t02,10.1103/PhysRevB.95.155135,"Advanced Light Source, Lawrence Berkeley National Laboratory; Berkeley, California 94720, USA",1,Y,https://ror.org/02jbv0t02
https://ror.org/03n15ch10,10.1103/PhysRevMaterials.4.063802,"DEN-Service de Recherches de Métallurgie Physique, CEA Saclay, 91191 Gif-sur-Yvette, France",1,NP,
https://ror.org/049pfb863,10.1103/PhysRevLett.89.272301,"Center for Nuclear Research, Department of Physics, Kent State University, Kent, Ohio 44242",1,Y,https://ror.org/049pfb863
https://ror.org/049jf1a25,10.1103/PhysRevC.98.044616,"INFN Laboratori Nazionali di Frascati, I-00044 Frascati, Italy",3,Y,https://ror.org/049jf1a25
https://ror.org/05591te55,10.1103/PhysRevLett.130.106204,"Ludwig-Maximilians-Universität Munich, D-85748 Garching, Germany",4,Y,https://ror.org/05591te55
https://ror.org/019wvm592,10.1103/PhysRevA.78.012334,"The Australian National University, ACT 0200, Australia",9,Y,https://ror.org/019wvm592
https://ror.org/006hf6230,10.1103/PhysRevFluids.2.114601,"MESA+ Research Institute, and J. M. Burgers Centre for Fluid Dynamics, University of Twente, P.O. Box 217, 7500 AE Enschede, The Netherlands",1,Y,https://ror.org/006hf6230
https://ror.org/013q1eq08,10.1103/PhysRevB.96.085136,"State Key Laboratory of Surface Physics, Department of Physics, Fudan University, Shanghai 200433, China; Center for Field Theory & Particle Physics, Fudan University, Shanghai 200433, China; and Collaborative Innovation Center of Advanced Microstructures, Nanjing 210093, China",1,NP,
https://ror.org/020as7681,10.1103/PhysRevB.83.205207,"Nonlinear Photonic Nanostructures Group, Max Planck Institute for the Science of Light, Günther-Scharowsky Strasse 1/26, D-91058 Erlangen, Germany",1,Y,https://ror.org/020as7681
https://ror.org/041px5t13,10.1103/PhysRevLett.108.124301,"IQFR-CSIC Serrano 119, 28006 Madrid, Spain",1,N,https://ror.org/03xk60j79
https://ror.org/05hs6h993,10.1103/PhysRevLett.99.238302,"Michigan State University, East Lansing, Michigan, 48824-1226, USA",1,Y,https://ror.org/05hs6h993
https://ror.org/05xpvk416,10.1103/PhysRevMaterials.1.064603,"National Institute of Standards and Technology, Gaithersburg, Maryland 20899-8371, USA",1,Y,https://ror.org/05xpvk416
https://ror.org/05sxf4h28,10.1103/PhysRevB.89.054434,"Departamento de Ciências Naturais, Universidade Federal do Espírito Santo, São Mateus, 29932-540, Espírito Santo, Brazil",1,Y,https://ror.org/05sxf4h28
https://ror.org/0405mnx93,10.1103/PhysRevPhysEducRes.19.010113,"Physics & Astronomy department,, Lubbock, Texas 79409, USA",1,N,https://ror.org/02wb36b75
https://ror.org/04ydmy275,10.1103/PhysRevResearch.5.L012016,"Department of Chemistry, University of Massachusetts Boston, Boston, Massachusetts 02125, USA and Department of Physics, University of Massachusetts Boston, Boston, Massachusetts 02125, USA",2,Y,https://ror.org/04ydmy275
https://ror.org/00b30xv10,10.1103/PhysRevResearch.4.L022055,"Department of Earth and Environmental Science, and Mechanical Engineering and Applied Mechanics, University of Pennsylvania, Philadelphia, Pennsylvania 19104, USA",1,Y,https://ror.org/00b30xv10
https://ror.org/01c3rrh15,10.1103/PhysRevLett.117.276806,"CNR-IOM, Area Science Park, 34149 Trieste, Italy",1,N,https://ror.org/01dt7qh15
https://ror.org/04xs57h96,10.1103/PhysRevB.97.195407,"University of Liverpool L69 7ZE, United Kingdom",2,Y,https://ror.org/04xs57h96
https://ror.org/003109y17,10.1103/PhysRevMaterials.4.035001,"Department of Physics at University of Cagliari, and CNR-IOM, UOS Cagliari, Cittadella Universitaria, I-09042 Monserrato (CA), Italy",2,Y,https://ror.org/003109y17
https://ror.org/03bqmcz70,10.1103/PhysRevA.104.032414,"Jagiellonian University, Marian Smoluchowski Institute for Physics, Łojasiewicza 11, 30-348 Kraków, Poland",1,Y,https://ror.org/03bqmcz70
https://ror.org/04vfs2w97,10.1103/PhysRevB.89.195425,"Institut Jean Lamour - UMR CNRS 7198 - équipe 102, Departement Physique de la Matière et des Matériaux, B.P. 239 Université H. Poincaré - Nancy, 54506 Vandoeuvre les Nancy, France",1,N,https://ror.org/05k1smh27
https://ror.org/01703db54,10.1103/PhysRevMaterials.6.055401,"National Institute of Advanced Industrial Science and Technology (AIST), 1-1-1, Higashi, Tsukuba, 305-8565, Japan",1,Y,https://ror.org/01703db54
https://ror.org/021018s57,10.1103/PhysRevC.73.055204,"Laboratoire de recherche sur les lois fondamentales de l'Univers, DSM/Dapnia, CEA/Saclay, F-91191 Gif-sur-Yvette, France",1,N,https://ror.org/05k705z76
https://ror.org/030bbe882,10.1103/PhysRevA.85.012319,"Instituto de Física, Facultad de Ingeniería, Universidad de la República, Casilla de Correo 30, Codigo Postal 11300, Montevideo, Uruguay",1,Y,https://ror.org/030bbe882
https://ror.org/01an3r305,10.1103/PhysRevLett.91.136103,"Chemical and Petroleum Engineering Department, University of Pittsburgh, Pittsburgh, Pennsylvania 15261, USA",1,Y,https://ror.org/01an3r305
https://ror.org/00hx57361,10.1103/PhysRevB.85.245108,"Princeton Center for Theoretical Science and Department of Physics, Princeton University, Princeton, New Jersey 08544, USA",2,Y,https://ror.org/00hx57361
https://ror.org/01ggx4157,10.1103/PhysRevLett.91.191601,"Theory Division, CERN, CH -1211 Geneva 23, Switzerland",1,Y,https://ror.org/01ggx4157
https://ror.org/0168r3w48,10.1103/PhysRevLett.99.126001,"Physics Department, University of California, San Diego, 9500 Gilman Dr. La Jolla, California 92093-0379, USA",1,Y,https://ror.org/0168r3w48
https://ror.org/01dq60k83,10.1103/PhysRevB.101.220403,"Tohoku University, Sendai, Miyagi, 950-8577, Japan",1,NP,
https://ror.org/026vcq606,10.1103/PhysRevA.98.033812,"Department of Applied Physics, Royal Institute of Technology (KTH) AlbaNova University Center, SE - 106 91 Stockholm, Sweden",1,Y,https://ror.org/026vcq606
https://ror.org/04gyf1771,10.1103/PhysRevLett.103.175001,"University of California, Irvine, CA 92697",1,Y,https://ror.org/04gyf1771
https://ror.org/05tkyf982,10.1103/PhysRevB.70.064414,"Department of Physics, Ben Gurion University of the Negev, P.O. BOX 653, 84105 Beer Sheva, Israel",1,Y,https://ror.org/05tkyf982
https://ror.org/05gqaka33,10.1103/PhysRevB.83.134409,"Institute of Physics, Martin Luther University, D-06099 Halle, Germany",1,Y,https://ror.org/05gqaka33
https://ror.org/00pg6eq24,10.1103/PhysRevLett.113.022701,"IPHC and University of Strasbourg, CNRS/IN2P3,67037 Strasbourg Cedex2, France",1,Y,https://ror.org/00pg6eq24
https://ror.org/040wg7k59,10.1103/PhysRevE.90.033004,"Department of Applied Mechanics, Chalmers University of Technology, Gothenburg, 412 96, Sweden",1,Y,https://ror.org/040wg7k59
https://ror.org/03jcejr58,10.1103/PhysRevLett.124.218101,"Department of Statistical Inference & Mathematics, Institute of Statistical Mathematics, 10-3 Midori-cho, Tachikawa, Tokyo 190-8562, Japan",1,Y,https://ror.org/03jcejr58
https://ror.org/01cby8j38,10.1103/PhysRevA.74.053619,"Center for Materials Science and Engineering and Department of Physics, MIT, Cambridge, Massachusetts 02139, USA",1,NP,
https://ror.org/00ks66431,10.1103/PhysRevC.74.064604,"Department of Physics, School of Electronics and Physical Sciences, University of Surrey, Guildford, Surrey GU2 7XH, United Kingdom and National Superconducting Cyclotron Laboratory, Michigan State University, East Lansing, Michigan 48824, USA",1,N,https://ror.org/00qerpb33
https://ror.org/00g30e956,10.1103/PhysRevB.85.014410,"Institut für Angewandte Physik und Zentrum für Mikrostrukturforschung, Universität Hamburg, Jungiusstrasse 11, DE-20355 Hamburg, Germany",1,Y,https://ror.org/00g30e956
https://ror.org/040wg7k59,10.1103/PhysRevLett.109.247401,"Chalmers University of Technology, Department of Applied Physics, SE-412 96 Göteborg, Sweden",1,Y,https://ror.org/040wg7k59
https://ror.org/01k40cz91,10.1103/PhysRevFluids.5.113503,"Normandie Université, UNIHAVRE, CNRS UMR 6294, Laboratoire Ondes et Milieux Complexes, 53 Rue de Prony, CS 80540, 76058 Le Havre Cedex, France",1,N,https://ror.org/05v509s40
https://ror.org/03n15ch10,10.1103/PhysRevB.91.045427,"Service de Physique de l'Etat Condensé, DSM/IRAMIS/SPEC, CNRS UMR 3680, CEA Saclay, 91191 Gif sur Yvette Cedex, France",1,N,https://ror.org/0247p4w70
https://ror.org/008x57b05,10.1103/PhysRevB.96.085135,"Universiteit Antwerpen, Antwerpen 2020, Belgium",2,Y,https://ror.org/008x57b05
https://ror.org/02rx3b187,10.1103/PhysRevB.99.235419,"Univ. Grenoble Alpes, CNRS, Institut Néel, 25 avenue des martyrs, Grenoble, France",1,N,https://ror.org/04dbzz632
https://ror.org/02v51f717,10.1103/PhysRevA.90.023803,"LMAM, School of Mathematical Sciences, Peking University, Beijing 100871, China",1,Y,https://ror.org/02v51f717
https://ror.org/01papkj44,10.1103/PhysRevC.105.014307,"Department of Theoretical Physics and Astrophysics, University of Tabriz, Tabriz 51664, Iran and Research Institute for Fundamental Sciences, Tabriz 51664, Iran",1,Y,https://ror.org/01papkj44
https://ror.org/05v0gvx94,10.1103/PhysRevLett.128.146804,"National Institute for R&D of Isotopic and Molecular Technologies, 67-103 Donat, 400293 Cluj-Napoca, Romania",5,Y,https://ror.org/05v0gvx94
https://ror.org/042nb2s44,10.1103/PhysRevB.101.174306,"Department of Physics, Cambridge, Massachusetts 02139, USA",1,NP,
https://ror.org/024z2rq82,10.1103/PhysRevA.88.052125,"Institut für Theoretische Physik I, Heinrich-Heine-Universität Düsseldorf, Universitätsstr. 1, D-40225 Düsseldorf, Germany",1,Y,https://ror.org/024z2rq82
https://ror.org/040af2s02,10.1103/PhysRevD.85.026002,"Helsinki Institute of Physics and Department of Physics, University of Helsinki, P.O. Box 64, FIN-00014 Helsinki, Finland",2,N,https://ror.org/01x2x1522
https://ror.org/048a87296,10.1103/PhysRevB.90.165130,"Department of Physics and Astronomy, Uppsala University, Uppsala, Sweden",4,Y,https://ror.org/048a87296
https://ror.org/000e0be47,10.1103/PhysRevA.92.052109,"Department of Chemistry, Northwestern University, Evanston, Illinois 60208, USA",11,Y,https://ror.org/000e0be47
